object_type,schema,name,detail,migration_source,classification,notes
table,public,audit_event_registry,columns=10; pk_cols=2; fk_out=0; triggers=1; rls=enabled; policies=1,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_registry.event_type,type=text; nullable=NO; default=None; ordinal=1,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_registry.schema_version,type=integer; nullable=NO; default=None; ordinal=2,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_registry.title,type=text; nullable=NO; default=None; ordinal=3,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_registry.aliases,type=ARRAY; nullable=NO; default='{}'::text[]; ordinal=4,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_registry.requirement_refs,type=ARRAY; nullable=NO; default=None; ordinal=5,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_registry.acceptance_refs,type=ARRAY; nullable=NO; default=None; ordinal=6,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_registry.required_fields,type=ARRAY; nullable=NO; default='{}'::text[]; ordinal=7,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_registry.source_mapping_status,type=text; nullable=NO; default=None; ordinal=8,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_registry.active,type=boolean; nullable=NO; default=true; ordinal=9,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_registry.created_at,type=timestamp with time zone; nullable=NO; default=now(); ordinal=10,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
primary_key,public,audit_event_registry_pkey,"table=audit_event_registry; columns=event_type,schema_version",20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20255_10_not_null,table=audit_event_registry; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20255_1_not_null,table=audit_event_registry; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20255_2_not_null,table=audit_event_registry; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20255_3_not_null,table=audit_event_registry; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20255_4_not_null,table=audit_event_registry; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20255_5_not_null,table=audit_event_registry; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20255_6_not_null,table=audit_event_registry; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20255_7_not_null,table=audit_event_registry; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20255_8_not_null,table=audit_event_registry; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20255_9_not_null,table=audit_event_registry; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,audit_event_registry_schema_version_check,table=audit_event_registry; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,audit_event_registry_source_mapping_status_check,table=audit_event_registry; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
index,public,audit_event_registry_pkey,"CREATE UNIQUE INDEX audit_event_registry_pkey ON public.audit_event_registry USING btree (event_type, schema_version)",20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
trigger,public,trg_audit_registry_immutable,"table=audit_event_registry; timing=BEFORE; events=DELETE,UPDATE; action=EXECUTE FUNCTION block_semantic_audit_mutation()",20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
rls_enablement,public,audit_event_registry__rls,rls_enabled=True; forced=False,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
rls_policy,public,audit_event_registry.audit_registry_read,cmd=SELECT; roles={public}; permissive=PERMISSIVE,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
table,public,audit_event_semantic_mappings,columns=6; pk_cols=1; fk_out=2; triggers=1; rls=enabled; policies=1,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_semantic_mappings.id,type=uuid; nullable=NO; default=gen_random_uuid(); ordinal=1,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_semantic_mappings.audit_event_id,type=bigint; nullable=NO; default=None; ordinal=2,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_semantic_mappings.semantic_event_id,type=uuid; nullable=YES; default=None; ordinal=3,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_semantic_mappings.mapping_status,type=text; nullable=NO; default=None; ordinal=4,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_semantic_mappings.mapping_reason,type=text; nullable=NO; default=None; ordinal=5,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_semantic_mappings.mapped_at,type=timestamp with time zone; nullable=NO; default=now(); ordinal=6,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
primary_key,public,audit_event_semantic_mappings_pkey,table=audit_event_semantic_mappings; columns=id,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
foreign_key,public,audit_event_semantic_mappings_audit_event_id_fkey,audit_event_semantic_mappings.audit_event_id -> audit_events.id,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
foreign_key,public,audit_event_semantic_mappings_semantic_event_id_fkey,audit_event_semantic_mappings.semantic_event_id -> audit_semantic_events.id,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20364_1_not_null,table=audit_event_semantic_mappings; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20364_2_not_null,table=audit_event_semantic_mappings; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20364_4_not_null,table=audit_event_semantic_mappings; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20364_5_not_null,table=audit_event_semantic_mappings; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20364_6_not_null,table=audit_event_semantic_mappings; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
unique,public,audit_event_semantic_mappings_audit_event_id_semantic_event_key,"table=audit_event_semantic_mappings; columns=audit_event_id,semantic_event_id,mapping_status",20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,audit_event_semantic_mappings_mapping_status_check,table=audit_event_semantic_mappings; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
index,public,audit_event_semantic_mappings_audit_event_id_semantic_event_key,"CREATE UNIQUE INDEX audit_event_semantic_mappings_audit_event_id_semantic_event_key ON public.audit_event_semantic_mappings USING btree (audit_event_id, semantic_event_id, mapping_status)",20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
index,public,audit_event_semantic_mappings_pkey,CREATE UNIQUE INDEX audit_event_semantic_mappings_pkey ON public.audit_event_semantic_mappings USING btree (id),20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
trigger,public,trg_semantic_mapping_immutable,"table=audit_event_semantic_mappings; timing=BEFORE; events=DELETE,UPDATE; action=EXECUTE FUNCTION block_semantic_audit_mutation()",20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
rls_enablement,public,audit_event_semantic_mappings__rls,rls_enabled=True; forced=False,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
rls_policy,public,audit_event_semantic_mappings.audit_semantic_mapping_read,cmd=SELECT; roles={public}; permissive=PERMISSIVE,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
table,public,audit_event_source_contracts,columns=4; pk_cols=4; fk_out=4; triggers=1; rls=enabled; policies=0,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_source_contracts.event_type,type=text; nullable=NO; default=None; ordinal=1,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_source_contracts.schema_version,type=integer; nullable=NO; default=1; ordinal=2,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_source_contracts.source_object_type,type=text; nullable=NO; default=None; ordinal=3,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_source_contracts.source_action,type=text; nullable=NO; default=None; ordinal=4,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
primary_key,public,audit_event_source_contracts_pkey,"table=audit_event_source_contracts; columns=event_type,schema_version,source_object_type,source_action",20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
foreign_key,public,audit_event_source_contracts_event_type_schema_version_fkey,audit_event_source_contracts.schema_version -> audit_event_registry.schema_version,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
foreign_key,public,audit_event_source_contracts_event_type_schema_version_fkey,audit_event_source_contracts.schema_version -> audit_event_registry.event_type,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
foreign_key,public,audit_event_source_contracts_event_type_schema_version_fkey,audit_event_source_contracts.event_type -> audit_event_registry.schema_version,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
foreign_key,public,audit_event_source_contracts_event_type_schema_version_fkey,audit_event_source_contracts.event_type -> audit_event_registry.event_type,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20386_1_not_null,table=audit_event_source_contracts; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20386_2_not_null,table=audit_event_source_contracts; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20386_3_not_null,table=audit_event_source_contracts; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20386_4_not_null,table=audit_event_source_contracts; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
index,public,audit_event_source_contracts_pkey,"CREATE UNIQUE INDEX audit_event_source_contracts_pkey ON public.audit_event_source_contracts USING btree (event_type, schema_version, source_object_type, source_action)",20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
trigger,public,trg_audit_source_contract_immutable,"table=audit_event_source_contracts; timing=BEFORE; events=DELETE,UPDATE; action=EXECUTE FUNCTION block_semantic_audit_mutation()",20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
rls_enablement,public,audit_event_source_contracts__rls,rls_enabled=True; forced=False,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
table,public,audit_events,columns=10; pk_cols=1; fk_out=0; triggers=1; rls=enabled; policies=2,0001_foundation.sql,canonical+applied,
column,public,audit_events.id,type=bigint; nullable=NO; default=None; ordinal=1,0001_foundation.sql,canonical+applied,
column,public,audit_events.actor,type=uuid; nullable=YES; default=None; ordinal=2,0001_foundation.sql,canonical+applied,
column,public,audit_events.object_type,type=text; nullable=NO; default=None; ordinal=3,0001_foundation.sql,canonical+applied,
column,public,audit_events.object_id,type=uuid; nullable=YES; default=None; ordinal=4,0001_foundation.sql,canonical+applied,
column,public,audit_events.action,type=text; nullable=NO; default=None; ordinal=5,0001_foundation.sql,canonical+applied,
column,public,audit_events.before_state,type=jsonb; nullable=YES; default=None; ordinal=6,0001_foundation.sql,canonical+applied,
column,public,audit_events.after_state,type=jsonb; nullable=YES; default=None; ordinal=7,0001_foundation.sql,canonical+applied,
column,public,audit_events.requirement_refs,type=ARRAY; nullable=YES; default=None; ordinal=8,0001_foundation.sql,canonical+applied,
column,public,audit_events.config_versions,type=jsonb; nullable=YES; default=None; ordinal=9,0001_foundation.sql,canonical+applied,
column,public,audit_events.occurred_at,type=timestamp with time zone; nullable=NO; default=now(); ordinal=10,0001_foundation.sql,canonical+applied,
primary_key,public,audit_events_pkey,table=audit_events; columns=id,0001_foundation.sql,canonical+applied,
check,public,2200_18228_10_not_null,table=audit_events; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_18228_1_not_null,table=audit_events; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_18228_3_not_null,table=audit_events; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_18228_5_not_null,table=audit_events; columns=None,0001_foundation.sql,canonical+applied,
index,public,audit_events_object_occurred_idx,"CREATE INDEX audit_events_object_occurred_idx ON public.audit_events USING btree (object_id, occurred_at DESC)",0001_foundation.sql,canonical+applied,
index,public,audit_events_pkey,CREATE UNIQUE INDEX audit_events_pkey ON public.audit_events USING btree (id),0001_foundation.sql,canonical+applied,
index,public,idx_audit_action,"CREATE INDEX idx_audit_action ON public.audit_events USING btree (action, occurred_at DESC)",0001_foundation.sql,canonical+applied,
